enrollment_id,student_id,course_id,enrolled_date,completion_status,completion_date,progress_pct,rating
ENR00398,STU0084,CRS007,2024-04-27,In Progress,,22,
ENR00399,STU0084,CRS015,2024-04-15,In Progress,,53,
ENR00400,STU0084,CRS035,2024-10-25,Completed,2024-12-09,100,4.3
ENR00401,STU0085,CRS007,2024-07-19,Completed,2024-12-19,100,3.9
ENR00402,STU0085,CRS011,2023-08-03,In Progress,,41,
ENR00403,STU0085,CRS012,2023-11-11,In Progress,,55,
ENR00404,STU0085,CRS036,2024-05-30,Completed,2024-10-16,100,3.4
ENR00405,STU0085,CRS026,2024-10-16,Completed,2024-12-12,100,3.9
ENR00406,STU0085,CRS033,2022-09-15,In Progress,,36,
ENR00407,STU0085,CRS022,2022-10-01,In Progress,,38,
ENR00408,STU0086,CRS015,2024-12-21,In Progress,,73,
ENR00409,STU0086,CRS014,2023-11-09,Completed,2024-07-01,100,3.7
ENR00410,STU0086,CRS021,2024-03-01,Completed,2024-12-24,100,3.5
ENR00411,STU0086,CRS002,2024-04-06,Completed,2024-10-27,100,4.1
ENR00412,STU0086,CRS018,2023-08-22,In Progress,,61,
ENR00413,STU0087,CRS037,2023-04-05,In Progress,,55,
ENR00414,STU0087,CRS007,2023-06-14,In Progress,,15,
ENR00415,STU0087,CRS020,2024-09-20,In Progress,,95,
ENR00416,STU0087,CRS003,2024-02-11,In Progress,,1,
ENR00417,STU0087,CRS025,2024-01-23,In Progress,,48,
ENR00418,STU0087,CRS006,2022-06-08,Completed,2022-07-20,100,3.6
ENR00419,STU0087,CRS004,2023-11-13,Completed,2024-07-27,100,4.4
ENR00420,STU0087,CRS022,2022-09-17,Completed,2024-10-05,100,5.0
ENR00421,STU0088,CRS039,2022-10-24,Completed,2023-01-16,100,4.0
ENR00422,STU0088,CRS037,2024-03-21,Completed,2024-10-11,100,4.0
ENR00423,STU0088,CRS033,2022-09-27,In Progress,,25,
ENR00424,STU0088,CRS006,2024-03-13,In Progress,,25,
ENR00425,STU0088,CRS015,2024-12-02,Completed,2024-12-04,100,3.5
ENR00426,STU0088,CRS028,2023-10-18,In Progress,,73,
ENR00427,STU0088,CRS019,2022-08-12,In Progress,,54,
ENR00428,STU0088,CRS026,2023-12-08,Completed,2024-06-01,100,4.2
ENR00429,STU0089,CRS011,2024-11-24,Completed,2024-12-08,100,3.4
ENR00430,STU0089,CRS023,2024-10-21,Completed,2024-10-31,100,3.2
ENR00431,STU0089,CRS040,2024-05-10,Completed,2024-10-15,100,4.9
ENR00432,STU0089,CRS029,2024-09-07,Completed,2024-12-04,100,4.6
ENR00433,STU0089,CRS010,2024-09-16,In Progress,,2,
ENR00434,STU0090,CRS014,2024-01-06,In Progress,,79,
ENR00435,STU0090,CRS035,2023-09-08,In Progress,,85,
ENR00436,STU0090,CRS040,2023-05-05,Completed,2024-10-25,100,3.1
ENR00437,STU0090,CRS038,2023-10-08,Completed,2024-01-18,100,4.6
ENR00438,STU0090,CRS039,2024-01-19,Completed,2024-12-19,100,4.9
ENR00439,STU0090,CRS034,2023-06-24,Completed,2024-03-27,100,4.3
ENR00440,STU0091,CRS007,2024-09-25,In Progress,,12,
ENR00441,STU0091,CRS002,2024-09-01,In Progress,,68,
ENR00442,STU0091,CRS019,2023-10-31,Completed,2024-06-21,100,4.1
ENR00443,STU0091,CRS025,2023-06-03,Completed,2024-11-26,100,3.6
ENR00444,STU0091,CRS015,2024-05-30,In Progress,,2,
ENR00445,STU0091,CRS037,2024-04-18,Completed,2024-09-19,100,3.5
ENR00446,STU0092,CRS004,2022-10-11,Completed,2023-09-25,100,4.8
ENR00447,STU0092,CRS017,2021-09-12,In Progress,,66,
ENR00448,STU0092,CRS025,2024-09-18,In Progress,,53,
ENR00449,STU0092,CRS002,2024-06-02,Completed,2024-08-20,100,4.8
ENR00450,STU0092,CRS036,2023-09-22,In Progress,,26,
ENR00451,STU0093,CRS009,2022-06-19,In Progress,,72,
ENR00452,STU0093,CRS020,2022-07-15,Completed,2024-02-05,100,4.1
ENR00453,STU0093,CRS034,2022-04-25,Completed,2024-08-31,100,4.8
ENR00454,STU0093,CRS028,2021-10-25,In Progress,,52,
ENR00455,STU0094,CRS020,2023-11-02,Completed,2024-09-10,100,4.2
ENR00456,STU0094,CRS029,2024-11-27,In Progress,,76,
ENR00457,STU0094,CRS018,2023-12-19,In Progress,,45,
ENR00458,STU0094,CRS010,2024-08-27,Completed,2024-12-13,100,4.2
ENR00459,STU0094,CRS013,2023-11-01,In Progress,,62,
ENR00460,STU0094,CRS007,2023-09-14,Completed,2024-01-07,100,3.1
ENR00461,STU0094,CRS009,2024-01-28,In Progress,,28,
ENR00462,STU0095,CRS005,2024-06-24,In Progress,,58,
ENR00463,STU0095,CRS012,2024-05-23,In Progress,,5,
ENR00464,STU0095,CRS029,2024-10-28,In Progress,,92,
ENR00465,STU0095,CRS040,2024-05-06,In Progress,,95,
ENR00466,STU0096,CRS034,2022-05-07,In Progress,,5,
ENR00467,STU0097,CRS003,2024-09-20,Completed,2024-10-28,100,4.5
ENR00468,STU0097,CRS036,2024-09-26,Completed,2024-11-02,100,4.2
ENR00469,STU0097,CRS025,2024-11-23,In Progress,,18,
ENR00470,STU0097,CRS034,2024-12-29,In Progress,,11,
ENR00471,STU0097,CRS004,2024-06-28,Completed,2024-11-24,100,4.9
ENR00472,STU0097,CRS013,2024-07-04,Completed,2024-09-24,100,3.9
ENR00473,STU0097,CRS019,2024-09-24,In Progress,,91,
ENR00474,STU0098,CRS006,2023-07-23,Completed,2024-08-19,100,4.5
ENR00475,STU0098,CRS017,2024-12-14,In Progress,,48,
ENR00476,STU0098,CRS021,2023-08-28,Completed,2023-11-23,100,4.8
ENR00477,STU0098,CRS011,2022-05-13,Completed,2022-10-08,100,3.4
ENR00478,STU0098,CRS008,2023-11-16,Completed,2024-11-23,100,4.5
ENR00479,STU0098,CRS040,2023-02-21,In Progress,,15,
ENR00480,STU0098,CRS036,2022-08-29,Completed,2024-10-20,100,3.5
ENR00481,STU0098,CRS029,2024-04-24,In Progress,,69,
ENR00482,STU0099,CRS016,2021-11-25,Completed,2024-12-19,100,3.6
ENR00483,STU0099,CRS014,2023-01-11,Completed,2023-06-11,100,3.1
ENR00484,STU0099,CRS038,2022-01-26,Completed,2022-04-02,100,4.3
ENR00485,STU0099,CRS031,2023-07-16,Completed,2023-10-13,100,3.1
ENR00486,STU0099,CRS030,2022-11-12,Completed,2023-08-30,100,4.2
ENR00487,STU0099,CRS027,2022-11-10,In Progress,,95,
ENR00488,STU0099,CRS029,2023-11-19,In Progress,,11,
ENR00489,STU0099,CRS006,2023-09-04,Completed,2024-03-16,100,4.6
ENR00490,STU0100,CRS019,2023-11-23,Completed,2024-04-11,100,3.7
ENR00491,STU0100,CRS031,2024-06-10,Completed,2024-08-02,100,4.2
ENR00492,STU0101,CRS031,2023-12-16,In Progress,,40,
ENR00493,STU0101,CRS039,2024-08-16,In Progress,,79,
ENR00494,STU0102,CRS040,2024-10-13,In Progress,,63,
ENR00495,STU0102,CRS037,2023-10-31,In Progress,,29,
ENR00496,STU0102,CRS032,2023-11-14,Completed,2023-11-26,100,3.9
ENR00497,STU0103,CRS040,2023-08-28,In Progress,,81,
ENR00498,STU0103,CRS027,2022-09-15,In Progress,,88,
ENR00499,STU0103,CRS003,2023-05-22,In Progress,,39,
ENR00500,STU0103,CRS022,2024-02-04,In Progress,,0,
ENR00501,STU0104,CRS022,2023-11-11,In Progress,,86,
ENR00502,STU0104,CRS026,2024-04-06,In Progress,,82,
ENR00503,STU0104,CRS037,2024-04-14,Completed,2024-12-05,100,4.8
ENR00504,STU0104,CRS002,2023-11-16,In Progress,,52,
ENR00505,STU0104,CRS012,2024-05-24,Completed,2024-11-25,100,4.4
ENR00506,STU0104,CRS013,2024-06-08,Completed,2024-11-02,100,4.4
ENR00507,STU0105,CRS010,2022-11-22,Completed,2023-12-11,100,4.3
ENR00508,STU0105,CRS018,2024-05-28,In Progress,,23,
ENR00509,STU0106,CRS020,2023-05-24,Completed,2023-08-20,100,4.0
ENR00510,STU0106,CRS021,2024-05-06,In Progress,,38,
ENR00511,STU0107,CRS012,2023-05-25,In Progress,,3,
ENR00512,STU0107,CRS008,2024-07-16,Completed,2024-10-11,100,4.8
ENR00513,STU0107,CRS024,2024-01-03,In Progress,,18,
ENR00514,STU0107,CRS003,2024-08-01,In Progress,,16,
ENR00515,STU0107,CRS013,2023-03-29,In Progress,,91,
ENR00516,STU0108,CRS001,2023-11-17,In Progress,,76,
ENR00517,STU0108,CRS020,2024-04-13,In Progress,,5,
ENR00518,STU0109,CRS002,2024-02-15,Completed,2024-07-05,100,4.1
ENR00519,STU0109,CRS037,2023-11-22,Completed,2024-02-10,100,3.5
ENR00520,STU0109,CRS020,2023-11-06,Completed,2024-05-03,100,4.1
ENR00521,STU0109,CRS014,2023-12-16,In Progress,,36,
ENR00522,STU0109,CRS021,2024-03-31,Completed,2024-09-06,100,4.2
ENR00523,STU0110,CRS004,2021-11-26,In Progress,,22,
ENR00524,STU0110,CRS009,2024-09-28,In Progress,,88,
ENR00525,STU0110,CRS002,2024-11-16,Completed,2024-12-07,100,4.6
ENR00526,STU0110,CRS031,2021-11-10,In Progress,,59,
ENR00527,STU0110,CRS040,2022-02-27,Completed,2024-10-13,100,3.2
ENR00528,STU0110,CRS007,2024-01-12,In Progress,,28,
ENR00529,STU0110,CRS025,2024-11-17,Completed,2024-12-10,100,3.8
ENR00530,STU0110,CRS036,2023-03-30,In Progress,,3,
ENR00531,STU0111,CRS008,2024-08-27,Completed,2024-12-09,100,4.4
ENR00532,STU0111,CRS023,2024-02-22,In Progress,,9,
ENR00533,STU0111,CRS031,2024-09-21,In Progress,,75,
ENR00534,STU0111,CRS030,2023-11-25,In Progress,,70,
ENR00535,STU0111,CRS011,2024-07-31,Completed,2024-10-26,100,3.4
ENR00536,STU0111,CRS019,2024-06-09,In Progress,,55,
ENR00537,STU0111,CRS039,2024-03-10,In Progress,,30,
ENR00538,STU0111,CRS009,2023-06-13,In Progress,,91,
ENR00539,STU0112,CRS008,2024-03-02,In Progress,,8,
ENR00540,STU0112,CRS038,2024-07-29,Completed,2024-12-28,100,4.5
ENR00541,STU0112,CRS030,2024-04-08,Completed,2024-05-09,100,3.2
ENR00542,STU0112,CRS021,2024-11-18,Completed,2024-12-25,100,4.8
ENR00543,STU0112,CRS036,2024-08-17,In Progress,,18,
ENR00544,STU0112,CRS007,2024-08-30,Completed,2024-11-06,100,3.6
ENR00545,STU0112,CRS029,2024-08-07,In Progress,,25,
ENR00546,STU0112,CRS012,2024-01-10,In Progress,,40,
ENR00547,STU0113,CRS037,2024-03-30,Completed,2024-12-16,100,3.8
ENR00548,STU0113,CRS020,2024-12-31,Completed,2024-12-31,100,4.8
ENR00549,STU0113,CRS028,2022-08-12,In Progress,,45,
ENR00550,STU0113,CRS023,2023-05-27,In Progress,,30,
ENR00551,STU0113,CRS006,2024-07-31,In Progress,,80,
ENR00552,STU0114,CRS026,2022-05-05,Completed,2023-06-02,100,4.7
ENR00553,STU0114,CRS025,2023-11-26,Completed,2024-11-03,100,3.3
ENR00554,STU0114,CRS028,2021-12-18,In Progress,,18,
ENR00555,STU0114,CRS035,2024-01-05,In Progress,,17,
ENR00556,STU0114,CRS014,2022-05-02,In Progress,,53,
ENR00557,STU0114,CRS012,2024-12-13,In Progress,,79,
ENR00558,STU0114,CRS031,2024-02-10,In Progress,,70,
ENR00559,STU0115,CRS023,2024-10-25,In Progress,,52,
ENR00560,STU0115,CRS015,2024-06-08,Completed,2024-06-17,100,4.1
ENR00561,STU0115,CRS012,2023-02-19,In Progress,,88,
ENR00562,STU0115,CRS028,2023-03-21,In Progress,,67,
ENR00563,STU0115,CRS001,2024-02-15,In Progress,,66,
ENR00564,STU0115,CRS032,2023-01-25,Completed,2024-10-31,100,4.5
ENR00565,STU0115,CRS016,2024-09-26,In Progress,,74,
ENR00566,STU0116,CRS022,2024-09-22,In Progress,,60,
ENR00567,STU0117,CRS037,2024-10-16,In Progress,,93,
ENR00568,STU0117,CRS022,2022-11-26,Completed,2024-03-24,100,4.2
ENR00569,STU0117,CRS027,2021-09-24,In Progress,,37,
ENR00570,STU0117,CRS023,2021-08-05,Completed,2022-01-20,100,3.3
ENR00571,STU0117,CRS019,2023-01-01,Completed,2024-09-22,100,3.6
ENR00572,STU0117,CRS036,2021-07-10,In Progress,,77,
ENR00573,STU0117,CRS011,2024-10-04,In Progress,,84,
ENR00574,STU0117,CRS003,2023-07-08,In Progress,,33,
ENR00575,STU0118,CRS012,2024-11-06,In Progress,,30,
ENR00576,STU0118,CRS034,2024-07-03,Completed,2024-09-29,100,3.1
ENR00577,STU0118,CRS003,2024-06-07,Completed,2024-10-03,100,3.8
ENR00578,STU0118,CRS022,2024-12-08,In Progress,,68,
ENR00579,STU0118,CRS006,2024-10-20,In Progress,,49,
ENR00580,STU0118,CRS010,2024-08-21,Completed,2024-12-10,100,3.0
ENR00581,STU0118,CRS035,2024-10-21,In Progress,,67,
ENR00582,STU0118,CRS032,2024-05-28,In Progress,,81,
ENR00583,STU0119,CRS040,2024-09-21,In Progress,,59,
ENR00584,STU0119,CRS018,2024-10-27,In Progress,,24,
ENR00585,STU0119,CRS022,2022-12-12,In Progress,,23,
ENR00586,STU0119,CRS039,2024-02-15,Completed,2024-02-19,100,4.7
ENR00587,STU0119,CRS037,2023-05-12,Completed,2023-08-26,100,4.4
ENR00588,STU0119,CRS007,2022-04-14,In Progress,,32,
ENR00589,STU0119,CRS017,2021-03-30,Completed,2021-10-04,100,3.1
ENR00590,STU0120,CRS039,2023-12-28,In Progress,,82,
ENR00591,STU0120,CRS008,2023-06-16,In Progress,,89,
ENR00592,STU0120,CRS006,2023-08-25,Completed,2024-07-28,100,4.9
ENR00593,STU0120,CRS009,2023-09-18,In Progress,,88,
ENR00594,STU0121,CRS011,2023-10-13,Completed,2023-11-12,100,3.5
ENR00595,STU0121,CRS005,2023-03-12,In Progress,,62,
ENR00596,STU0121,CRS018,2024-05-27,Completed,2024-11-08,100,4.0
ENR00597,STU0121,CRS004,2024-03-17,In Progress,,27,
ENR00598,STU0121,CRS025,2024-06-30,Completed,2024-10-21,100,4.4
ENR00599,STU0122,CRS005,2023-05-04,In Progress,,32,
ENR00600,STU0123,CRS032,2021-12-15,In Progress,,0,
ENR00601,STU0124,CRS025,2022-10-08,Completed,2023-09-10,100,4.8
ENR00602,STU0125,CRS033,2024-12-16,In Progress,,62,
ENR00603,STU0126,CRS026,2022-06-13,In Progress,,45,
ENR00604,STU0126,CRS005,2023-06-20,In Progress,,80,
ENR00605,STU0126,CRS035,2023-10-26,In Progress,,43,
ENR00606,STU0126,CRS015,2024-05-06,In Progress,,37,
ENR00607,STU0126,CRS001,2022-10-04,In Progress,,49,
ENR00608,STU0126,CRS025,2023-06-12,In Progress,,13,
ENR00609,STU0126,CRS031,2024-06-30,Completed,2024-12-08,100,3.9
ENR00610,STU0127,CRS003,2024-08-01,In Progress,,8,
ENR00611,STU0127,CRS013,2024-09-05,In Progress,,57,
ENR00612,STU0127,CRS002,2024-04-09,Completed,2024-05-07,100,3.7
ENR00613,STU0128,CRS026,2023-08-30,Completed,2024-07-29,100,4.3
ENR00614,STU0129,CRS038,2023-02-26,In Progress,,62,
ENR00615,STU0129,CRS015,2024-05-16,In Progress,,79,
ENR00616,STU0129,CRS005,2023-09-25,In Progress,,16,
ENR00617,STU0130,CRS004,2024-05-04,In Progress,,75,
ENR00618,STU0130,CRS020,2023-10-16,In Progress,,13,
ENR00619,STU0130,CRS007,2023-11-11,In Progress,,78,
ENR00620,STU0131,CRS005,2024-01-17,Completed,2024-11-06,100,4.1
ENR00621,STU0131,CRS013,2022-12-26,In Progress,,75,
ENR00622,STU0131,CRS028,2023-09-03,Completed,2024-01-21,100,3.3
ENR00623,STU0131,CRS022,2022-09-25,In Progress,,70,
ENR00624,STU0132,CRS016,2024-07-30,Completed,2024-07-31,100,3.4
ENR00625,STU0132,CRS038,2023-06-19,In Progress,,75,
ENR00626,STU0132,CRS003,2024-01-04,In Progress,,60,
ENR00627,STU0132,CRS009,2023-07-27,Completed,2024-04-29,100,4.0
ENR00628,STU0132,CRS007,2024-05-14,Completed,2024-06-27,100,4.2
ENR00629,STU0132,CRS025,2023-04-27,In Progress,,91,
ENR00630,STU0132,CRS011,2024-08-12,In Progress,,11,
ENR00631,STU0132,CRS002,2024-12-21,In Progress,,38,
ENR00632,STU0133,CRS027,2023-12-15,In Progress,,79,
ENR00633,STU0133,CRS001,2023-06-26,In Progress,,69,
ENR00634,STU0133,CRS036,2023-11-22,Completed,2024-12-20,100,4.3
ENR00635,STU0133,CRS016,2023-01-20,Completed,2023-08-06,100,3.2
ENR00636,STU0133,CRS013,2022-11-20,In Progress,,60,
ENR00637,STU0133,CRS008,2023-11-12,Completed,2024-10-20,100,4.8
ENR00638,STU0134,CRS024,2024-01-16,Completed,2024-05-23,100,3.7
ENR00639,STU0135,CRS007,2021-08-25,In Progress,,22,
ENR00640,STU0136,CRS032,2024-02-21,Completed,2024-06-20,100,4.4
ENR00641,STU0137,CRS027,2022-12-15,Completed,2024-02-10,100,4.7
ENR00642,STU0137,CRS013,2024-10-24,Completed,2024-12-23,100,4.2
ENR00643,STU0137,CRS021,2024-10-23,In Progress,,27,
ENR00644,STU0137,CRS015,2023-08-04,Completed,2024-08-20,100,3.3
ENR00645,STU0137,CRS008,2024-02-02,Completed,2024-06-19,100,3.4
ENR00646,STU0137,CRS038,2022-05-28,In Progress,,7,
ENR00647,STU0138,CRS008,2024-04-08,In Progress,,28,
ENR00648,STU0138,CRS030,2024-11-16,Completed,2024-12-26,100,4.9
ENR00649,STU0138,CRS027,2024-11-02,In Progress,,29,
ENR00650,STU0139,CRS034,2023-12-15,In Progress,,31,
ENR00651,STU0139,CRS032,2023-05-23,In Progress,,28,
ENR00652,STU0139,CRS014,2022-05-23,In Progress,,0,
ENR00653,STU0139,CRS031,2021-10-20,Completed,2024-06-09,100,4.5
ENR00654,STU0139,CRS030,2021-09-28,In Progress,,50,
ENR00655,STU0139,CRS018,2022-02-07,In Progress,,30,
ENR00656,STU0139,CRS001,2024-09-07,In Progress,,88,
ENR00657,STU0140,CRS009,2024-11-22,In Progress,,2,
ENR00658,STU0140,CRS023,2024-12-14,Completed,2024-12-28,100,4.7
ENR00659,STU0140,CRS019,2023-02-22,In Progress,,59,
ENR00660,STU0140,CRS016,2024-03-19,Completed,2024-09-24,100,4.3
ENR00661,STU0141,CRS025,2024-07-19,Completed,2024-11-05,100,4.5
ENR00662,STU0141,CRS022,2024-10-11,In Progress,,26,
ENR00663,STU0142,CRS040,2022-05-16,In Progress,,86,
ENR00664,STU0142,CRS022,2024-02-08,In Progress,,14,
ENR00665,STU0143,CRS024,2024-09-27,In Progress,,26,
ENR00666,STU0143,CRS030,2024-07-31,Completed,2024-08-29,100,4.3
ENR00667,STU0143,CRS003,2024-12-16,In Progress,,26,
ENR00668,STU0143,CRS040,2024-07-28,Completed,2024-10-04,100,4.0
ENR00669,STU0143,CRS037,2024-07-16,Completed,2024-10-19,100,3.7
ENR00670,STU0143,CRS012,2024-09-12,In Progress,,15,
ENR00671,STU0143,CRS005,2024-11-04,In Progress,,68,
ENR00672,STU0144,CRS040,2024-06-01,Completed,2024-06-20,100,3.2
ENR00673,STU0144,CRS024,2024-04-28,In Progress,,63,
ENR00674,STU0144,CRS005,2024-06-14,In Progress,,80,
ENR00675,STU0144,CRS013,2024-07-30,In Progress,,87,
ENR00676,STU0144,CRS030,2024-05-08,In Progress,,53,
ENR00677,STU0144,CRS006,2024-03-12,Completed,2024-04-13,100,3.0
ENR00678,STU0144,CRS035,2024-11-23,In Progress,,52,
ENR00679,STU0144,CRS026,2024-08-24,In Progress,,41,
ENR00680,STU0145,CRS030,2023-08-31,Completed,2024-01-25,100,4.5
ENR00681,STU0145,CRS020,2022-06-10,Completed,2023-03-28,100,3.9
ENR00682,STU0145,CRS037,2022-10-10,In Progress,,20,
ENR00683,STU0145,CRS009,2024-04-20,In Progress,,23,
ENR00684,STU0145,CRS039,2022-10-19,In Progress,,88,
ENR00685,STU0145,CRS011,2024-11-04,In Progress,,19,
ENR00686,STU0145,CRS017,2022-10-05,Completed,2022-11-16,100,5.0
ENR00687,STU0145,CRS015,2023-12-02,Completed,2024-04-13,100,3.7
ENR00688,STU0146,CRS036,2022-08-22,Completed,2024-02-25,100,5.0
ENR00689,STU0146,CRS003,2023-07-03,Completed,2023-07-28,100,3.8
ENR00690,STU0146,CRS021,2022-08-17,In Progress,,40,
ENR00691,STU0146,CRS023,2021-11-01,In Progress,,69,
ENR00692,STU0147,CRS019,2023-01-16,In Progress,,93,
ENR00693,STU0147,CRS031,2021-05-15,Completed,2024-06-16,100,3.2
ENR00694,STU0147,CRS040,2023-05-25,In Progress,,28,
ENR00695,STU0147,CRS037,2023-02-23,Completed,2023-04-20,100,4.2
ENR00696,STU0147,CRS010,2024-05-31,In Progress,,35,
ENR00697,STU0147,CRS029,2021-04-09,Completed,2023-10-08,100,4.4
ENR00698,STU0148,CRS013,2023-03-26,In Progress,,54,
ENR00699,STU0148,CRS032,2023-11-25,Completed,2024-04-18,100,3.7
ENR00700,STU0148,CRS021,2024-01-25,In Progress,,11,
ENR00701,STU0148,CRS033,2024-11-09,In Progress,,94,
ENR00702,STU0148,CRS004,2024-01-22,Completed,2024-08-26,100,4.5
ENR00703,STU0148,CRS024,2023-03-17,In Progress,,76,
ENR00704,STU0148,CRS026,2023-03-22,Completed,2024-07-20,100,5.0
ENR00705,STU0149,CRS005,2024-02-16,In Progress,,71,
ENR00706,STU0149,CRS038,2024-08-28,In Progress,,17,
ENR00707,STU0149,CRS025,2023-12-03,Completed,2024-06-15,100,3.6
ENR00708,STU0149,CRS006,2024-09-26,Completed,2024-11-03,100,4.7
ENR00709,STU0149,CRS001,2024-03-19,In Progress,,94,
ENR00710,STU0149,CRS027,2024-08-29,Completed,2024-12-08,100,3.0
ENR00711,STU0150,CRS020,2023-07-14,In Progress,,88,
ENR00712,STU0150,CRS031,2024-11-02,Completed,2024-11-09,100,4.5
ENR00713,STU0150,CRS008,2024-05-30,In Progress,,8,
ENR00714,STU0150,CRS019,2024-09-16,In Progress,,74,
ENR00715,STU0150,CRS027,2024-05-18,In Progress,,33,
ENR00716,STU0151,CRS008,2022-08-26,Completed,2024-08-04,100,3.3
ENR00717,STU0151,CRS024,2022-05-23,Completed,2023-07-26,100,4.3
ENR00718,STU0151,CRS033,2022-05-18,Completed,2023-11-11,100,4.3
ENR00719,STU0151,CRS037,2023-09-07,Completed,2024-07-24,100,3.4
ENR00720,STU0151,CRS002,2023-12-03,In Progress,,69,
ENR00721,STU0151,CRS017,2024-09-08,Completed,2024-12-25,100,4.4
ENR00722,STU0151,CRS011,2023-01-01,In Progress,,88,
ENR00723,STU0151,CRS004,2022-07-06,In Progress,,45,
ENR00724,STU0152,CRS009,2024-01-30,Completed,2024-10-04,100,3.8
ENR00725,STU0153,CRS014,2024-06-05,Completed,2024-07-23,100,4.6
ENR00726,STU0153,CRS010,2024-09-27,In Progress,,67,
ENR00727,STU0154,CRS027,2024-06-18,Completed,2024-07-21,100,4.8
ENR00728,STU0154,CRS030,2024-08-27,Completed,2024-10-12,100,3.3
ENR00729,STU0155,CRS012,2024-06-24,In Progress,,39,
ENR00730,STU0155,CRS020,2024-07-29,Completed,2024-08-18,100,3.8
ENR00731,STU0155,CRS002,2024-05-22,Completed,2024-09-22,100,4.5
ENR00732,STU0155,CRS008,2024-07-22,Completed,2024-11-30,100,4.2
ENR00733,STU0155,CRS015,2024-06-12,In Progress,,5,
ENR00734,STU0155,CRS009,2024-09-14,In Progress,,12,
ENR00735,STU0156,CRS038,2024-05-31,Completed,2024-12-08,100,4.9
ENR00736,STU0156,CRS013,2024-10-19,Completed,2024-11-08,100,4.7
ENR00737,STU0156,CRS012,2024-12-09,In Progress,,30,
ENR00738,STU0156,CRS023,2024-09-30,In Progress,,12,
ENR00739,STU0157,CRS034,2024-05-25,In Progress,,36,
ENR00740,STU0158,CRS007,2023-07-03,In Progress,,90,
ENR00741,STU0159,CRS038,2023-10-26,In Progress,,65,
ENR00742,STU0159,CRS012,2023-11-24,Completed,2024-05-02,100,3.2
ENR00743,STU0159,CRS029,2024-03-18,Completed,2024-09-18,100,4.4
ENR00744,STU0159,CRS007,2024-10-11,Completed,2024-11-21,100,4.0
ENR00745,STU0159,CRS039,2023-07-20,In Progress,,94,
ENR00746,STU0159,CRS023,2024-09-05,In Progress,,56,
ENR00747,STU0160,CRS019,2023-09-05,In Progress,,62,
ENR00748,STU0160,CRS028,2024-08-08,Completed,2024-11-28,100,4.0
ENR00749,STU0160,CRS013,2024-08-10,Completed,2024-09-15,100,3.8
ENR00750,STU0160,CRS005,2024-08-19,In Progress,,13,
ENR00751,STU0160,CRS031,2024-09-12,In Progress,,21,
ENR00752,STU0160,CRS024,2023-10-02,Completed,2024-01-11,100,3.7
ENR00753,STU0160,CRS012,2024-06-29,In Progress,,51,
ENR00754,STU0161,CRS015,2024-05-04,Completed,2024-11-02,100,4.5
ENR00755,STU0161,CRS028,2024-11-13,Completed,2024-12-24,100,4.9
ENR00756,STU0162,CRS031,2024-05-10,In Progress,,13,
ENR00757,STU0162,CRS039,2024-07-02,In Progress,,29,
ENR00758,STU0162,CRS026,2024-03-11,Completed,2024-04-07,100,4.7
ENR00759,STU0162,CRS032,2024-03-09,In Progress,,48,
ENR00760,STU0162,CRS033,2024-08-10,Completed,2024-09-03,100,4.5
ENR00761,STU0162,CRS018,2024-11-03,In Progress,,25,
ENR00762,STU0163,CRS032,2024-07-30,In Progress,,15,
ENR00763,STU0163,CRS033,2024-08-19,Completed,2024-11-23,100,3.9
ENR00764,STU0163,CRS017,2023-06-19,Completed,2024-04-24,100,4.8
ENR00765,STU0163,CRS035,2024-10-01,In Progress,,39,
ENR00766,STU0163,CRS022,2024-09-27,In Progress,,72,
ENR00767,STU0163,CRS037,2024-12-04,In Progress,,73,
ENR00768,STU0163,CRS002,2024-09-15,In Progress,,20,
ENR00769,STU0163,CRS003,2023-07-13,Completed,2024-11-30,100,4.2
ENR00770,STU0164,CRS019,2024-10-02,Completed,2024-12-15,100,3.1
ENR00771,STU0164,CRS021,2024-10-09,Completed,2024-11-22,100,5.0
ENR00772,STU0164,CRS004,2024-09-24,Completed,2024-10-25,100,3.5
ENR00773,STU0164,CRS002,2024-05-11,In Progress,,8,
ENR00774,STU0164,CRS003,2024-05-26,Completed,2024-05-31,100,4.1
ENR00775,STU0164,CRS009,2024-11-19,In Progress,,54,
ENR00776,STU0165,CRS018,2023-03-01,In Progress,,62,
ENR00777,STU0165,CRS002,2024-03-12,In Progress,,43,
ENR00778,STU0165,CRS031,2023-09-01,In Progress,,85,
ENR00779,STU0165,CRS039,2022-09-22,In Progress,,46,
ENR00780,STU0165,CRS021,2022-10-28,In Progress,,9,
ENR00781,STU0165,CRS025,2022-11-10,Completed,2022-12-28,100,3.6
ENR00782,STU0165,CRS035,2023-05-21,In Progress,,79,
ENR00783,STU0166,CRS038,2023-04-30,Completed,2024-10-24,100,4.0
ENR00784,STU0166,CRS022,2023-02-24,Completed,2023-05-13,100,4.3
ENR00785,STU0167,CRS033,2023-01-22,In Progress,,32,
ENR00786,STU0167,CRS020,2023-12-11,In Progress,,70,
ENR00787,STU0167,CRS028,2024-12-20,Completed,2024-12-31,100,4.0
ENR00788,STU0167,CRS035,2024-02-12,In Progress,,84,
ENR00789,STU0167,CRS021,2023-04-02,In Progress,,68,
ENR00790,STU0168,CRS037,2023-05-29,Completed,2024-03-31,100,4.7
